"Year Level","Qualification","Region","Academic Year","Typical Level Flag","Cumulative Year Attainment Rate - Excellence Endorsement","Current Year Attainment Rate - Excellence Endorsement","Cumulative Year Attainment Rate - Merit Endorsement","Current Year Attainment Rate - Merit Endorsement","Cumulative Year Attainment Rate - No Endorsement","Current Year Attainment Rate - No Endorsement","Cumulative Year Attainment - Excellence Endorsement","Current Year Attainment - Excellence Endorsement","Cumulative Year Attainment - Merit Endorsement","Current Year Attainment - Merit Endorsement","Cumulative Year Attainment - No Endorsement","Current Year Attainment - No Endorsement","Cumulative Year Attainment","Current Year Attainment","Total Student Count","Cohort Warning"
"12","NCEA Level 1","Hawke's Bay","2022","0","0.16","0.014","0.298","0.042","0.542","0.944","286","2","531","6","966","134","1783","142","1931",""
"12","NCEA Level 1","Hawke's Bay","2023","0","0.159","0.019","0.281","0.075","0.56","0.907","304","3","535","12","1067","146","1906","161","2090",""
"12","NCEA Level 1","Hawke's Bay","2024","0","0.134","0.03","0.282","0.115","0.584","0.855","262","6","550","23","1140","171","1952","200","2162",""
"12","NCEA Level 1","Manawatu-Whanganui","2015","0","0.121","0.008","0.274","0.047","0.606","0.944","300","3","681","17","1507","339","2488","359","2779",""
"12","NCEA Level 1","Manawatu-Whanganui","2016","0","0.126","0.006","0.269","0.035","0.606","0.958","332","2","709","11","1598","300","2639","313","2871",""
"12","NCEA Level 1","Manawatu-Whanganui","2017","0","0.135","0","0.286","0.039","0.579","0.961","352","0","746","12","1513","294","2611","306","2847",""
"12","NCEA Level 1","Manawatu-Whanganui","2018","0","0.132","0.007","0.292","0.031","0.576","0.962","330","2","730","9","1438","281","2498","292","2740",""
"12","NCEA Level 1","Manawatu-Whanganui","2019","0","0.138","0.012","0.271","0.077","0.592","0.91","326","4","640","25","1399","294","2365","323","2668",""
"12","NCEA Level 1","Manawatu-Whanganui","2020","0","0.139","0.007","0.373","0.153","0.489","0.84","345","4","927","87","1216","478","2488","569","2766",""
"12","NCEA Level 1","Manawatu-Whanganui","2021","0","0.146","0.002","0.221","0.112","0.633","0.886","345","1","522","54","1498","427","2365","482","2690",""
"12","NCEA Level 1","Manawatu-Whanganui","2022","0","0.115","0.004","0.253","0.171","0.631","0.824","281","2","616","77","1537","371","2434","450","2795",""
"12","NCEA Level 1","Manawatu-Whanganui","2023","0","0.126","0.054","0.245","0.196","0.629","0.75","292","31","565","112","1452","429","2309","572","2716",""
"12","NCEA Level 1","Manawatu-Whanganui","2024","0","0.122","0.118","0.265","0.256","0.612","0.626","305","95","660","206","1525","504","2490","805","2990",""
"12","NCEA Level 1","Marlborough","2015","0","0.143","0","0.286","0","0.57","1","59","0","118","0","235","25","412","25","433",""
"12","NCEA Level 1","Marlborough","2016","0","0.167","0.036","0.3","0.036","0.532","0.929","68","1","122","1","216","26","406","28","435",""
"12","NCEA Level 1","Marlborough","2017","0","0.156","0","0.263","0.071","0.581","0.929","60","0","101","4","223","52","384","56","414",""
"12","NCEA Level 1","Marlborough","2018","0","0.205","0.019","0.264","0.058","0.531","0.923","73","1","94","3","189","48","356","52","383",""
"12","NCEA Level 1","Marlborough","2019","0","0.144","0.015","0.27","0.029","0.585","0.956","55","1","103","2","223","65","381","68","424",""
"12","NCEA Level 1","Marlborough","2020","0","0.157","0","0.371","0.143","0.472","0.857","64","0","151","10","192","60","407","70","440",""
"12","NCEA Level 1","Marlborough","2021","0","0.153","0","0.233","0.048","0.614","0.952","52","0","79","3","208","59","339","62","374",""
"12","NCEA Level 1","Marlborough","2022","0","0.103","0.032","0.282","0.032","0.615","0.935","41","1","112","1","244","29","397","31","442",""
"12","NCEA Level 1","Marlborough","2023","0","0.107","0.037","0.267","0","0.625","0.963","39","2","97","0","227","52","363","54","403",""
"12","NCEA Level 1","Marlborough","2024","0","0.117","0.015","0.247","0.059","0.636","0.926","46","1","97","4","250","63","393","68","447",""
"12","NCEA Level 1","Nelson","2015","0","0.155","0.012","0.299","0.07","0.546","0.919","100","1","193","6","352","79","645","86","703",""
"12","NCEA Level 1","Nelson","2016","0","0.177","0","0.323","0.093","0.5","0.907","135","0","247","8","382","78","764","86","800",""
"12","NCEA Level 1","Nelson","2017","0","0.175","0","0.324","0.109","0.501","0.891","121","0","224","7","347","57","692","64","749",""
"12","NCEA Level 1","Nelson","2018","0","0.233","0.019","0.31","0.075","0.458","0.906","154","1","205","4","303","48","662","53","694",""
"12","NCEA Level 1","Nelson","2019","0","0.19","0.023","0.331","0.186","0.48","0.791","125","2","218","16","316","68","659","86","699",""
"12","NCEA Level 1","Nelson","2020","0","0.166","0","0.466","0.098","0.368","0.902","110","0","309","6","244","55","663","61","712",""
"12","NCEA Level 1","Nelson","2021","0","0.177","0","0.305","0.051","0.518","0.949","118","0","204","3","346","56","668","59","722",""
"12","NCEA Level 1","Nelson","2022","0","0.164","0","0.325","0.073","0.511","0.927","107","0","212","4","333","51","652","55","700",""
"12","NCEA Level 1","Nelson","2023","0","0.196","0","0.306","0.131","0.498","0.869","126","0","197","8","320","53","643","61","706",""
"12","NCEA Level 1","Nelson","2024","0","0.162","0.014","0.282","0.058","0.556","0.928","109","1","189","4","373","64","671","69","747",""
"12","NCEA Level 1","Northland","2015","0","0.107","0.008","0.267","0.073","0.625","0.92","181","2","451","19","1054","241","1686","262","1897",""
"12","NCEA Level 1","Northland","2016","0","0.117","0.016","0.236","0.061","0.647","0.922","208","4","420","15","1153","226","1781","245","2014",""
"12","NCEA Level 1","Northland","2017","0","0.117","0.004","0.256","0.054","0.627","0.942","207","1","451","13","1104","228","1762","242","1987",""
"12","NCEA Level 1","Northland","2018","0","0.128","0.019","0.251","0.11","0.621","0.871","204","4","400","23","990","183","1594","210","1786",""
"12","NCEA Level 1","Northland","2019","0","0.125","0.015","0.273","0.092","0.602","0.893","204","4","447","25","986","242","1637","271","1838",""
"12","NCEA Level 1","Northland","2020","0","0.118","0.021","0.308","0.142","0.574","0.838","193","9","504","61","940","361","1637","431","1865",""
"12","NCEA Level 1","Northland","2021","0","0.071","0.002","0.233","0.159","0.696","0.839","110","1","363","66","1085","348","1558","415","1805",""
"12","NCEA Level 1","Northland","2022","0","0.118","0.009","0.241","0.146","0.641","0.845","189","3","387","48","1027","278","1603","329","1888",""
"12","NCEA Level 1","Northland","2023","0","0.109","0.093","0.215","0.207","0.676","0.7","186","42","368","94","1157","318","1711","454","2035",""
"12","NCEA Level 1","Northland","2024","0","0.09","0.091","0.209","0.169","0.701","0.74","143","37","333","69","1114","302","1590","408","1948",""
"12","NCEA Level 1","Otago","2015","0","0.179","0.022","0.358","0.075","0.463","0.903","374","4","748","14","968","168","2090","186","2208",""
"12","NCEA Level 1","Otago","2016","0","0.2","0.012","0.334","0.065","0.466","0.923","446","2","746","11","1042","156","2234","169","2357",""
"12","NCEA Level 1","Otago","2017","0","0.205","0","0.338","0.083","0.457","0.917","473","0","780","15","1054","166","2307","181","2434",""
"12","NCEA Level 1","Otago","2018","0","0.215","0.056","0.348","0.14","0.437","0.804","471","10","760","25","955","144","2186","179","2299",""
"12","NCEA Level 1","Otago","2019","0","0.222","0.025","0.334","0.149","0.444","0.826","480","4","724","24","961","133","2165","161","2290",""
"12","NCEA Level 1","Otago","2020","0","0.235","0.032","0.418","0.089","0.347","0.879","517","6","918","17","763","167","2198","190","2291",""
"12","NCEA Level 1","Otago","2021","0","0.213","0.006","0.307","0.035","0.48","0.959","472","1","682","6","1066","164","2220","171","2331",""
"12","NCEA Level 1","Otago","2022","0","0.201","0","0.311","0.051","0.488","0.949","426","0","661","7","1037","131","2124","138","2258",""
"12","NCEA Level 1","Otago","2023","0","0.198","0.111","0.318","0.191","0.484","0.698","453","29","728","50","1107","183","2288","262","2456",""
"12","NCEA Level 1","Otago","2024","0","0.187","0.128","0.317","0.219","0.497","0.653","434","35","737","60","1156","179","2327","274","2524",""
"12","NCEA Level 1","Other","2015","0","0.129","0.048","0.232","0.132","0.639","0.82","81","9","146","25","402","155","629","189","1684",""
"12","NCEA Level 1","Other","2016","0","0.145","0.044","0.235","0.087","0.62","0.869","101","9","163","18","431","179","695","206","1612",""
"12","NCEA Level 1","Other","2017","0","0.137","0.023","0.255","0.114","0.608","0.863","85","4","158","20","377","151","620","175","1566",""
"12","NCEA Level 1","Other","2018","0","0.193","0.033","0.268","0.125","0.539","0.842","102","4","142","15","285","101","529","120","1441",""
"12","NCEA Level 1","Other","2019","0","0.156","0.051","0.261","0.125","0.583","0.824","88","7","147","17","329","112","564","136","1617",""
"12","NCEA Level 1","Other","2020","0","0.196","0.074","0.323","0.168","0.482","0.758","106","11","175","25","261","113","542","149","1813",""
"12","NCEA Level 1","Other","2021","0","0.184","0.01","0.25","0.21","0.565","0.78","95","1","129","21","291","78","515","100","1901",""
"12","NCEA Level 1","Other","2022","0","0.161","0.042","0.249","0.176","0.59","0.782","117","7","181","29","429","129","727","165","2482",""
"12","NCEA Level 1","Other","2023","0","0.128","0.025","0.224","0.164","0.647","0.811","88","5","154","33","444","163","686","201","2610",""
"12","NCEA Level 1","Other","2024","0","0.085","0.016","0.248","0.176","0.667","0.809","65","3","189","33","509","152","763","188","2880",""
"12","NCEA Level 1","Southland","2015","0","0.138","0.012","0.295","0.06","0.567","0.929","143","1","307","5","590","78","1040","84","1118",""
"12","NCEA Level 1","Southland","2016","0","0.166","0.009","0.292","0.045","0.542","0.946","171","1","301","5","558","106","1030","112","1107",""
"12","NCEA Level 1","Southland","2017","0","0.156","0","0.307","0.027","0.537","0.973","165","0","325","2","568","72","1058","74","1114",""
"12","NCEA Level 1","Southland","2018","0","0.161","0.011","0.315","0.056","0.524","0.933","167","1","328","5","545","84","1040","90","1112",""
"12","NCEA Level 1","Southland","2019","0","0.185","0.058","0.272","0.049","0.543","0.893","182","6","268","5","534","92","984","103","1050",""
"12","NCEA Level 1","Southland","2020","0","0.196","0","0.364","0.063","0.439","0.938","199","0","369","5","445","75","1013","80","1084",""
"12","NCEA Level 1","Southland","2021","0","0.172","0","0.264","0.049","0.564","0.951","183","0","281","4","601","78","1065","82","1129",""
"12","NCEA Level 1","Southland","2022","0","0.192","0","0.263","0.062","0.545","0.938","194","0","266","4","550","61","1010","65","1098",""
"12","NCEA Level 1","Southland","2023","0","0.161","0.012","0.262","0.049","0.577","0.938","163","1","266","4","585","76","1014","81","1118",""
"12","NCEA Level 1","Southland","2024","0","0.151","0.033","0.246","0.105","0.603","0.863","162","5","265","16","649","132","1076","153","1200",""
"12","NCEA Level 1","Taranaki","2015","0","0.115","0.006","0.275","0.054","0.61","0.94","157","1","376","9","835","157","1368","167","1463",""
"12","NCEA Level 1","Taranaki","2016","0","0.119","0.013","0.263","0.033","0.619","0.954","157","2","348","5","819","144","1324","151","1408",""
"12","NCEA Level 1","Taranaki","2017","0","0.137","0","0.276","0.043","0.587","0.957","177","0","356","4","759","90","1292","94","1364",""
"12","NCEA Level 1","Taranaki","2018","0","0.15","0.024","0.252","0.035","0.599","0.941","192","2","323","3","768","80","1283","85","1349",""
"12","NCEA Level 1","Taranaki","2019","0","0.108","0.017","0.302","0.017","0.59","0.967","135","2","376","2","736","116","1247","120","1327",""
"12","NCEA Level 1","Taranaki","2020","0","0.13","0.008","0.364","0.088","0.506","0.904","159","1","447","11","621","113","1227","125","1321",""
"12","NCEA Level 1","Taranaki","2021","0","0.14","0","0.229","0.047","0.63","0.953","176","0","287","4","790","82","1253","86","1335",""
"12","NCEA Level 1","Taranaki","2022","0","0.122","0","0.237","0.095","0.642","0.905","154","0","299","9","811","86","1264","95","1378",""
"12","NCEA Level 1","Taranaki","2023","0","0.147","0.021","0.236","0.063","0.617","0.916","190","2","304","6","795","87","1289","95","1416",""
"12","NCEA Level 1","Taranaki","2024","0","0.136","0.018","0.223","0.064","0.641","0.918","184","2","303","7","870","101","1357","110","1473",""
"12","NCEA Level 1","Tasman","2015","0","0.159","0","0.28","0.024","0.561","0.976","66","0","116","1","233","40","415","41","461",""
"12","NCEA Level 1","Tasman","2016","0","0.121","0","0.33","0.111","0.549","0.889","58","0","158","7","263","56","479","63","520",""
"12","NCEA Level 1","Tasman","2017","0","0.174","0","0.299","0","0.527","1","82","0","141","0","248","36","471","36","497",""
"12","NCEA Level 1","Tasman","2018","0","0.156","0.026","0.34","0.026","0.504","0.947","74","1","161","1","239","36","474","38","513",""
"12","NCEA Level 1","Tasman","2019","0","0.113","0.017","0.34","0.15","0.547","0.833","54","1","162","9","261","50","477","60","501",""
"12","NCEA Level 1","Tasman","2020","0","0.149","0","0.419","0.098","0.432","0.902","71","0","200","6","206","55","477","61","534",""
"12","NCEA Level 1","Tasman","2021","0","0.128","0","0.279","0.021","0.593","0.979","63","0","137","1","291","47","491","48","525",""
"12","NCEA Level 1","Tasman","2022","0","0.122","0","0.283","0.02","0.595","0.98","57","0","132","1","278","49","467","50","497",""
"12","NCEA Level 1","Tasman","2023","0","0.135","0.016","0.328","0.143","0.536","0.841","65","1","158","9","258","53","481","63","529",""
"12","NCEA Level 1","Tasman","2024","0","0.137","0.026","0.238","0.105","0.625","0.868","61","1","106","4","278","33","445","38","508",""
"12","NCEA Level 1","Waikato","2015","0","0.122","0.012","0.28","0.047","0.598","0.941","579","7","1329","28","2842","561","4750","596","5209",""
"12","NCEA Level 1","Waikato","2016","0","0.136","0.017","0.275","0.052","0.589","0.931","655","10","1329","30","2848","537","4832","577","5317",""
"12","NCEA Level 1","Waikato","2017","0","0.131","0.005","0.279","0.056","0.589","0.939","660","3","1406","32","2966","540","5032","575","5478",""
"12","NCEA Level 1","Waikato","2018","0","0.142","0.031","0.277","0.076","0.581","0.893","683","18","1332","45","2795","527","4810","590","5280",""
"12","NCEA Level 1","Waikato","2019","0","0.132","0.044","0.268","0.123","0.601","0.833","628","35","1275","97","2862","659","4765","791","5330",""
"12","NCEA Level 1","Waikato","2020","0","0.14","0.005","0.365","0.106","0.495","0.888","684","4","1788","83","2422","693","4894","780","5381",""
"12","NCEA Level 1","Waikato","2021","0","0.131","0.001","0.241","0.053","0.628","0.946","661","1","1214","42","3169","753","5044","796","5543",""
"12","NCEA Level 1","Waikato","2022","0","0.147","0.008","0.245","0.105","0.608","0.886","733","6","1217","76","3024","639","4974","721","5568",""
"12","NCEA Level 1","Waikato","2023","0","0.13","0.047","0.253","0.103","0.617","0.849","637","38","1240","83","3027","682","4904","803","5617",""
"12","NCEA Level 1","Waikato","2024","0","0.115","0.084","0.237","0.12","0.648","0.797","588","83","1218","119","3327","792","5133","994","6064",""
"12","NCEA Level 1","Wellington","2015","0","0.185","0.014","0.311","0.071","0.504","0.915","975","9","1638","44","2655","568","5268","621","5644",""
"12","NCEA Level 1","Wellington","2016","0","0.195","0.016","0.324","0.079","0.481","0.905","1072","9","1781","44","2645","505","5498","558","5886",""
"12","NCEA Level 1","Wellington","2017","0","0.2","0.004","0.339","0.062","0.461","0.934","1123","2","1899","32","2587","481","5609","515","5959",""
"12","NCEA Level 1","Wellington","2018","0","0.2","0.021","0.336","0.091","0.464","0.887","1088","11","1828","47","2521","456","5437","514","5811",""
